|Client Request Time| |Client Recieved Time| |Server Recieved Time| |Server Response Time| |Roundtrip delay| Offset Delay
|2018-02-19 03:51:54.715895| |2018-02-19 03:51:54.717246| |2018-02-19 03:51:54.717178| |2018-02-19 03:51:54.717194| 0.001351 0.0006155 0.001335
|2018-02-19 03:51:54.718269| |2018-02-19 03:51:54.719583| |2018-02-19 03:51:54.719406| |2018-02-19 03:51:54.719440| 0.001314 0.000497 0.0012799999999999999
|2018-02-19 03:51:54.720228| |2018-02-19 03:51:54.720779| |2018-02-19 03:51:54.720737| |2018-02-19 03:51:54.720747| 0.000551 0.0002385 0.000541
|2018-02-19 03:51:54.721084| |2018-02-19 03:51:54.721465| |2018-02-19 03:51:54.721424| |2018-02-19 03:51:54.721431| 0.000381 0.000153 0.00037400000000000004
|2018-02-19 03:51:54.721739| |2018-02-19 03:51:54.722033| |2018-02-19 03:51:54.721994| |2018-02-19 03:51:54.722000| 0.000294 0.00011100000000000001 0.000288
|2018-02-19 03:51:54.722325| |2018-02-19 03:51:54.722628| |2018-02-19 03:51:54.722584| |2018-02-19 03:51:54.722590| 0.000303 0.0001105 0.000297
|2018-02-19 03:51:54.722917| |2018-02-19 03:51:54.723256| |2018-02-19 03:51:54.723218| |2018-02-19 03:51:54.723225| 0.000339 0.000135 0.000332
|2018-02-19 03:51:54.723546| |2018-02-19 03:51:54.723842| |2018-02-19 03:51:54.723807| |2018-02-19 03:51:54.723813| 0.000296 0.000116 0.00029
|2018-02-19 03:51:54.724114| |2018-02-19 03:51:54.724460| |2018-02-19 03:51:54.724423| |2018-02-19 03:51:54.724428| 0.000346 0.00013849999999999998 0.000341
|2018-02-19 03:51:54.724733| |2018-02-19 03:51:54.725027| |2018-02-19 03:51:54.724985| |2018-02-19 03:51:54.724991| 0.000294 0.000108 0.000288
|2018-02-19 03:51:54.725329| |2018-02-19 03:51:54.725652| |2018-02-19 03:51:54.725611| |2018-02-19 03:51:54.725617| 0.000323 0.00012350000000000002 0.000317
|2018-02-19 03:51:54.725943| |2018-02-19 03:51:54.726265| |2018-02-19 03:51:54.726231| |2018-02-19 03:51:54.726238| 0.000322 0.0001305 0.000315
|2018-02-19 03:51:54.726545| |2018-02-19 03:51:54.726861| |2018-02-19 03:51:54.726813| |2018-02-19 03:51:54.726831| 0.000316 0.000119 0.00029800000000000003
|2018-02-19 03:51:54.727134| |2018-02-19 03:51:54.727440| |2018-02-19 03:51:54.727406| |2018-02-19 03:51:54.727412| 0.000306 0.000122 0.0003
|2018-02-19 03:51:54.727709| |2018-02-19 03:51:54.728000| |2018-02-19 03:51:54.727962| |2018-02-19 03:51:54.727969| 0.000291 0.00011100000000000001 0.000284
|2018-02-19 03:51:54.728289| |2018-02-19 03:51:54.728604| |2018-02-19 03:51:54.728563| |2018-02-19 03:51:54.728569| 0.000315 0.0001195 0.000309
|2018-02-19 03:51:54.728890| |2018-02-19 03:51:54.729207| |2018-02-19 03:51:54.729163| |2018-02-19 03:51:54.729170| 0.000317 0.00011800000000000001 0.00031
|2018-02-19 03:51:54.729497| |2018-02-19 03:51:54.729783| |2018-02-19 03:51:54.729748| |2018-02-19 03:51:54.729754| 0.000286 0.00011099999999999999 0.00028
|2018-02-19 03:51:54.730147| |2018-02-19 03:51:54.730530| |2018-02-19 03:51:54.730481| |2018-02-19 03:51:54.730488| 0.000383 0.000146 0.000376
|2018-02-19 03:51:54.730833| |2018-02-19 03:51:54.731200| |2018-02-19 03:51:54.731159| |2018-02-19 03:51:54.731166| 0.000367 0.000146 0.00036
|2018-02-19 03:51:54.731494| |2018-02-19 03:51:54.731810| |2018-02-19 03:51:54.731776| |2018-02-19 03:51:54.731781| 0.000316 0.0001265 0.000311
|2018-02-19 03:51:54.732105| |2018-02-19 03:51:54.732694| |2018-02-19 03:51:54.732648| |2018-02-19 03:51:54.732659| 0.000589 0.000254 0.000578
|2018-02-19 03:51:54.733084| |2018-02-19 03:51:54.733778| |2018-02-19 03:51:54.733717| |2018-02-19 03:51:54.733733| 0.000694 0.000294 0.000678
|2018-02-19 03:51:54.734200| |2018-02-19 03:51:54.734772| |2018-02-19 03:51:54.734724| |2018-02-19 03:51:54.734734| 0.000572 0.00024300000000000002 0.000562
|2018-02-19 03:51:54.735135| |2018-02-19 03:51:54.735663| |2018-02-19 03:51:54.735620| |2018-02-19 03:51:54.735629| 0.000528 0.0002255 0.000519
|2018-02-19 03:51:54.736015| |2018-02-19 03:51:54.736397| |2018-02-19 03:51:54.736359| |2018-02-19 03:51:54.736366| 0.000382 0.0001565 0.000375
|2018-02-19 03:51:54.736687| |2018-02-19 03:51:54.737052| |2018-02-19 03:51:54.737010| |2018-02-19 03:51:54.737017| 0.000365 0.000144 0.000358
|2018-02-19 03:51:54.737343| |2018-02-19 03:51:54.737663| |2018-02-19 03:51:54.737625| |2018-02-19 03:51:54.737631| 0.00032 0.000125 0.00031400000000000004
|2018-02-19 03:51:54.737943| |2018-02-19 03:51:54.738240| |2018-02-19 03:51:54.738202| |2018-02-19 03:51:54.738209| 0.000297 0.000114 0.00029
|2018-02-19 03:51:54.738508| |2018-02-19 03:51:54.738811| |2018-02-19 03:51:54.738778| |2018-02-19 03:51:54.738784| 0.000303 0.0001215 0.000297
|2018-02-19 03:51:54.739074| |2018-02-19 03:51:54.739431| |2018-02-19 03:51:54.739392| |2018-02-19 03:51:54.739399| 0.000357 0.00014299999999999998 0.00035
|2018-02-19 03:51:54.739727| |2018-02-19 03:51:54.740032| |2018-02-19 03:51:54.739991| |2018-02-19 03:51:54.739997| 0.000305 0.00011450000000000002 0.000299
|2018-02-19 03:51:54.740307| |2018-02-19 03:51:54.740594| |2018-02-19 03:51:54.740557| |2018-02-19 03:51:54.740563| 0.000287 0.0001095 0.000281
|2018-02-19 03:51:54.740881| |2018-02-19 03:51:54.741158| |2018-02-19 03:51:54.741126| |2018-02-19 03:51:54.741131| 0.000277 0.00010899999999999999 0.000272
|2018-02-19 03:51:54.741421| |2018-02-19 03:51:54.741683| |2018-02-19 03:51:54.741651| |2018-02-19 03:51:54.741656| 0.000262 0.0001015 0.000257
|2018-02-19 03:51:54.741945| |2018-02-19 03:51:54.742228| |2018-02-19 03:51:54.742192| |2018-02-19 03:51:54.742197| 0.000283 0.000108 0.000278
|2018-02-19 03:51:54.742512| |2018-02-19 03:51:54.742785| |2018-02-19 03:51:54.742751| |2018-02-19 03:51:54.742756| 0.000273 0.000105 0.000268
|2018-02-19 03:51:54.743053| |2018-02-19 03:51:54.743329| |2018-02-19 03:51:54.743293| |2018-02-19 03:51:54.743299| 0.000276 0.000105 0.00027
|2018-02-19 03:51:54.743608| |2018-02-19 03:51:54.743924| |2018-02-19 03:51:54.743888| |2018-02-19 03:51:54.743894| 0.000316 0.00012499999999999998 0.00031
|2018-02-19 03:51:54.744193| |2018-02-19 03:51:54.744508| |2018-02-19 03:51:54.744472| |2018-02-19 03:51:54.744478| 0.000315 0.0001245 0.00030900000000000003
|2018-02-19 03:51:54.744770| |2018-02-19 03:51:54.745058| |2018-02-19 03:51:54.745024| |2018-02-19 03:51:54.745030| 0.000288 0.000113 0.00028199999999999997
|2018-02-19 03:51:54.745325| |2018-02-19 03:51:54.745618| |2018-02-19 03:51:54.745579| |2018-02-19 03:51:54.745585| 0.000293 0.0001105 0.000287
|2018-02-19 03:51:54.745914| |2018-02-19 03:51:54.746206| |2018-02-19 03:51:54.746168| |2018-02-19 03:51:54.746174| 0.000292 0.000111 0.000286
|2018-02-19 03:51:54.746469| |2018-02-19 03:51:54.746749| |2018-02-19 03:51:54.746716| |2018-02-19 03:51:54.746721| 0.00028 0.00010949999999999999 0.00027499999999999996
|2018-02-19 03:51:54.747012| |2018-02-19 03:51:54.747300| |2018-02-19 03:51:54.747246| |2018-02-19 03:51:54.747252| 0.000288 9.3e-05 0.000282
|2018-02-19 03:51:54.747598| |2018-02-19 03:51:54.747935| |2018-02-19 03:51:54.747898| |2018-02-19 03:51:54.747905| 0.000337 0.00013499999999999997 0.00033
|2018-02-19 03:51:54.748205| |2018-02-19 03:51:54.748508| |2018-02-19 03:51:54.748474| |2018-02-19 03:51:54.748479| 0.000303 0.00011999999999999999 0.000298
|2018-02-19 03:51:54.748777| |2018-02-19 03:51:54.749027| |2018-02-19 03:51:54.748995| |2018-02-19 03:51:54.749000| 0.00025 9.55e-05 0.000245
|2018-02-19 03:51:54.749288| |2018-02-19 03:51:54.749549| |2018-02-19 03:51:54.749511| |2018-02-19 03:51:54.749515| 0.000261 9.449999999999999e-05 0.000257
|2018-02-19 03:51:54.749818| |2018-02-19 03:51:54.750125| |2018-02-19 03:51:54.750089| |2018-02-19 03:51:54.750094| 0.000307 0.00011999999999999999 0.00030199999999999997
|2018-02-19 03:51:54.750444| |2018-02-19 03:51:54.750763| |2018-02-19 03:51:54.750728| |2018-02-19 03:51:54.750734| 0.000319 0.0001275 0.000313
|2018-02-19 03:51:54.751065| |2018-02-19 03:51:54.751475| |2018-02-19 03:51:54.751434| |2018-02-19 03:51:54.751441| 0.00041 0.0001675 0.00040300000000000004
|2018-02-19 03:51:54.751779| |2018-02-19 03:51:54.752138| |2018-02-19 03:51:54.752102| |2018-02-19 03:51:54.752108| 0.000359 0.00014649999999999998 0.000353
|2018-02-19 03:51:54.752417| |2018-02-19 03:51:54.752734| |2018-02-19 03:51:54.752684| |2018-02-19 03:51:54.752688| 0.000317 0.00011049999999999999 0.00031299999999999996
|2018-02-19 03:51:54.753040| |2018-02-19 03:51:54.753345| |2018-02-19 03:51:54.753307| |2018-02-19 03:51:54.753315| 0.000305 0.0001185 0.000297
|2018-02-19 03:51:54.753615| |2018-02-19 03:51:54.753921| |2018-02-19 03:51:54.753887| |2018-02-19 03:51:54.753894| 0.000306 0.0001225 0.000299
|2018-02-19 03:51:54.754195| |2018-02-19 03:51:54.754462| |2018-02-19 03:51:54.754424| |2018-02-19 03:51:54.754430| 0.000267 9.850000000000001e-05 0.000261
|2018-02-19 03:51:54.754737| |2018-02-19 03:51:54.755029| |2018-02-19 03:51:54.754994| |2018-02-19 03:51:54.755000| 0.000292 0.000114 0.000286
|2018-02-19 03:51:54.755294| |2018-02-19 03:51:54.755555| |2018-02-19 03:51:54.755526| |2018-02-19 03:51:54.755532| 0.000261 0.0001045 0.000255
|2018-02-19 03:51:54.755814| |2018-02-19 03:51:54.756071| |2018-02-19 03:51:54.756037| |2018-02-19 03:51:54.756043| 0.000257 9.75e-05 0.000251
|2018-02-19 03:51:54.756326| |2018-02-19 03:51:54.756618| |2018-02-19 03:51:54.756551| |2018-02-19 03:51:54.756556| 0.000292 8.15e-05 0.000287
|2018-02-19 03:51:54.756907| |2018-02-19 03:51:54.757202| |2018-02-19 03:51:54.757164| |2018-02-19 03:51:54.757169| 0.000295 0.00011200000000000001 0.00029
|2018-02-19 03:51:54.757500| |2018-02-19 03:51:54.757789| |2018-02-19 03:51:54.757756| |2018-02-19 03:51:54.757761| 0.000289 0.00011399999999999999 0.00028399999999999996
|2018-02-19 03:51:54.758066| |2018-02-19 03:51:54.758360| |2018-02-19 03:51:54.758324| |2018-02-19 03:51:54.758331| 0.000294 0.00011449999999999999 0.000287
|2018-02-19 03:51:54.758641| |2018-02-19 03:51:54.758934| |2018-02-19 03:51:54.758893| |2018-02-19 03:51:54.758900| 0.000293 0.00010899999999999999 0.000286
|2018-02-19 03:51:54.759222| |2018-02-19 03:51:54.759587| |2018-02-19 03:51:54.759555| |2018-02-19 03:51:54.759561| 0.000365 0.00015350000000000002 0.000359
|2018-02-19 03:51:54.759860| |2018-02-19 03:51:54.760148| |2018-02-19 03:51:54.760111| |2018-02-19 03:51:54.760117| 0.000288 0.00010999999999999999 0.00028199999999999997
|2018-02-19 03:51:54.760437| |2018-02-19 03:51:54.760734| |2018-02-19 03:51:54.760698| |2018-02-19 03:51:54.760705| 0.000297 0.000116 0.00029
|2018-02-19 03:51:54.761021| |2018-02-19 03:51:54.761335| |2018-02-19 03:51:54.761298| |2018-02-19 03:51:54.761305| 0.000314 0.0001235 0.00030700000000000004
|2018-02-19 03:51:54.761602| |2018-02-19 03:51:54.761890| |2018-02-19 03:51:54.761859| |2018-02-19 03:51:54.761863| 0.000288 0.000115 0.000284
|2018-02-19 03:51:54.762157| |2018-02-19 03:51:54.762434| |2018-02-19 03:51:54.762396| |2018-02-19 03:51:54.762402| 0.000277 0.00010350000000000001 0.00027100000000000003
|2018-02-19 03:51:54.762700| |2018-02-19 03:51:54.762970| |2018-02-19 03:51:54.762934| |2018-02-19 03:51:54.762940| 0.00027 0.000102 0.000264
|2018-02-19 03:51:54.763238| |2018-02-19 03:51:54.763538| |2018-02-19 03:51:54.763501| |2018-02-19 03:51:54.763508| 0.0003 0.0001165 0.000293
|2018-02-19 03:51:54.763810| |2018-02-19 03:51:54.764087| |2018-02-19 03:51:54.764053| |2018-02-19 03:51:54.764059| 0.000277 0.0001075 0.000271
|2018-02-19 03:51:54.764373| |2018-02-19 03:51:54.764660| |2018-02-19 03:51:54.764628| |2018-02-19 03:51:54.764634| 0.000287 0.0001145 0.000281
|2018-02-19 03:51:54.764930| |2018-02-19 03:51:54.765216| |2018-02-19 03:51:54.765179| |2018-02-19 03:51:54.765185| 0.000286 0.00010899999999999999 0.00028
|2018-02-19 03:51:54.765495| |2018-02-19 03:51:54.765776| |2018-02-19 03:51:54.765746| |2018-02-19 03:51:54.765752| 0.000281 0.0001135 0.00027499999999999996
|2018-02-19 03:51:54.766039| |2018-02-19 03:51:54.766323| |2018-02-19 03:51:54.766284| |2018-02-19 03:51:54.766291| 0.000284 0.0001065 0.000277
|2018-02-19 03:51:54.766603| |2018-02-19 03:51:54.766878| |2018-02-19 03:51:54.766846| |2018-02-19 03:51:54.766851| 0.000275 0.000108 0.00027
|2018-02-19 03:51:54.767154| |2018-02-19 03:51:54.767446| |2018-02-19 03:51:54.767404| |2018-02-19 03:51:54.767411| 0.000292 0.00010750000000000001 0.000285
|2018-02-19 03:51:54.767736| |2018-02-19 03:51:54.768086| |2018-02-19 03:51:54.768048| |2018-02-19 03:51:54.768056| 0.00035 0.00014099999999999998 0.000342
|2018-02-19 03:51:54.768413| |2018-02-19 03:51:54.768774| |2018-02-19 03:51:54.768738| |2018-02-19 03:51:54.768744| 0.000361 0.00014749999999999998 0.000355
|2018-02-19 03:51:54.769058| |2018-02-19 03:51:54.769368| |2018-02-19 03:51:54.769333| |2018-02-19 03:51:54.769339| 0.00031 0.000123 0.000304
|2018-02-19 03:51:54.769634| |2018-02-19 03:51:54.769949| |2018-02-19 03:51:54.769910| |2018-02-19 03:51:54.769917| 0.000315 0.000122 0.000308
|2018-02-19 03:51:54.770219| |2018-02-19 03:51:54.770486| |2018-02-19 03:51:54.770450| |2018-02-19 03:51:54.770456| 0.000267 0.0001005 0.000261
|2018-02-19 03:51:54.770755| |2018-02-19 03:51:54.771016| |2018-02-19 03:51:54.770978| |2018-02-19 03:51:54.770982| 0.000261 9.449999999999999e-05 0.000257
|2018-02-19 03:51:54.771308| |2018-02-19 03:51:54.771612| |2018-02-19 03:51:54.771581| |2018-02-19 03:51:54.771586| 0.000304 0.00012350000000000002 0.000299
|2018-02-19 03:51:54.771889| |2018-02-19 03:51:54.772177| |2018-02-19 03:51:54.772140| |2018-02-19 03:51:54.772146| 0.000288 0.00010999999999999999 0.00028199999999999997
|2018-02-19 03:51:54.772452| |2018-02-19 03:51:54.772737| |2018-02-19 03:51:54.772703| |2018-02-19 03:51:54.772708| 0.000285 0.00011099999999999999 0.00028
|2018-02-19 03:51:54.773017| |2018-02-19 03:51:54.773303| |2018-02-19 03:51:54.773270| |2018-02-19 03:51:54.773275| 0.000286 0.00011250000000000001 0.000281
|2018-02-19 03:51:54.773583| |2018-02-19 03:51:54.773860| |2018-02-19 03:51:54.773819| |2018-02-19 03:51:54.773825| 0.000277 0.0001005 0.000271
|2018-02-19 03:51:54.774148| |2018-02-19 03:51:54.774452| |2018-02-19 03:51:54.774417| |2018-02-19 03:51:54.774423| 0.000304 0.00011999999999999999 0.000298
|2018-02-19 03:51:54.774728| |2018-02-19 03:51:54.775000| |2018-02-19 03:51:54.774971| |2018-02-19 03:51:54.774977| 0.000272 0.00011 0.000266
|2018-02-19 03:51:54.775260| |2018-02-19 03:51:54.775514| |2018-02-19 03:51:54.775485| |2018-02-19 03:51:54.775491| 0.000254 0.000101 0.000248
|2018-02-19 03:51:54.775771| |2018-02-19 03:51:54.776056| |2018-02-19 03:51:54.776012| |2018-02-19 03:51:54.776019| 0.000285 0.000102 0.000278
|2018-02-19 03:51:54.776343| |2018-02-19 03:51:54.776636| |2018-02-19 03:51:54.776602| |2018-02-19 03:51:54.776607| 0.000293 0.000115 0.000288
|2018-02-19 03:51:54.776893| |2018-02-19 03:51:54.777188| |2018-02-19 03:51:54.777143| |2018-02-19 03:51:54.777150| 0.000295 0.000106 0.000288
|2018-02-19 03:51:54.777476| |2018-02-19 03:51:54.777771| |2018-02-19 03:51:54.777737| |2018-02-19 03:51:54.777743| 0.000295 0.0001165 0.000289
|2018-02-19 03:51:54.778048| |2018-02-19 03:51:54.778336| |2018-02-19 03:51:54.778300| |2018-02-19 03:51:54.778306| 0.000288 0.000111 0.000282
|2018-02-19 03:51:54.778604| |2018-02-19 03:51:54.778894| |2018-02-19 03:51:54.778858| |2018-02-19 03:51:54.778864| 0.00029 0.000112 0.000284
